==================================================================
fastsimcoal started on 26/06/2025 at 14:57:49

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
773	1	data unknown	617.435	0	0
774	1	data unknown	5600.8	0	0
775	1	data unknown	1875.45	0	0
776	1	data unknown	1028.88	0	0
777	1	data unknown	1220.13	0	0
778	1	data unknown	1397.88	0	0
779	1	data unknown	549.751	0	0
780	1	data unknown	669.724	0	0
781	1	data unknown	1303.42	0	0
782	1	data unknown	1059.11	0	0
783	1	data unknown	1119.5	0	0
784	1	data unknown	2203.15	0	0
785	1	data unknown	111.389	0	0
786	1	data unknown	3413.8	0	0
787	1	data unknown	1739.03	0	0
788	1	data unknown	651.379	0	0
789	1	data unknown	955.936	0	0
790	1	data unknown	1105.07	0	0
791	1	data unknown	1119.82	0	0
792	1	data unknown	715.706	0	0
793	1	data unknown	903.057	0	0
794	1	data unknown	557.404	0	0
795	1	data unknown	4034.98	0	0
796	1	data unknown	991.52	0	0
797	1	data unknown	514.118	0	0
798	1	data unknown	1071.22	0	0
799	1	data unknown	766.46	0	0
800	1	data unknown	832.172	0	0
801	1	data unknown	1217.92	0	0
802	1	data unknown	591.11	0	0
803	1	data unknown	1985.56	0	0
804	1	data unknown	715.221	0	0
805	1	data unknown	1693.94	0	0
806	1	data unknown	1832.43	0	0
807	1	data unknown	909.481	0	0
808	1	data unknown	2839.06	0	0
809	1	data unknown	559.7	0	0
810	1	data unknown	622.089	0	0
811	1	data unknown	823.2	0	0
812	1	data unknown	1358.81	0	0
813	1	data unknown	448.875	0	0
814	1	data unknown	1084.71	0	0
815	1	data unknown	1060.26	0	0
816	1	data unknown	2263.6	0	0
817	1	data unknown	1812.25	0	0
818	1	data unknown	606.445	0	0
819	1	data unknown	945.942	0	0
820	1	data unknown	1770.7	0	0
821	1	data unknown	2682.59	0	0
822	1	data unknown	1166	0	0
823	1	data unknown	673.412	0	0
824	1	data unknown	2233.57	0	0
825	1	data unknown	946.457	0	0
826	1	data unknown	643.456	0	0
827	1	data unknown	686.665	0	0
828	1	data unknown	2559.65	0	0
829	1	data unknown	1287.85	0	0
830	1	data unknown	2492.42	0	0
831	1	data unknown	623.39	0	0
832	1	data unknown	2555.2	0	0
833	1	data unknown	965.122	0	0
834	1	data unknown	1793.14	0	0
835	1	data unknown	1041.11	0	0
836	1	data unknown	517.441	0	0
837	1	data unknown	1468.93	0	0
838	1	data unknown	535.404	0	0
839	1	data unknown	6764.41	0	0
840	1	data unknown	2919.51	0	0
841	1	data unknown	3671.04	0	0
842	1	data unknown	926.8	0	0
843	1	data unknown	830.936	0	0
844	1	data unknown	1435.83	0	0
845	1	data unknown	1490.16	0	0
846	1	data unknown	4131.07	0	0
847	1	data unknown	620.09	0	0
848	1	data unknown	613.8	0	0
849	1	data unknown	1166.05	0	0
850	1	data unknown	835.007	0	0
851	1	data unknown	1274.52	0	0
852	1	data unknown	1102.08	0	0
853	1	data unknown	2499.83	0	0
854	1	data unknown	1438.75	0	0
855	1	data unknown	1524.15	0	0
856	1	data unknown	704.136	0	0
857	1	data unknown	1746.99	0	0
858	1	data unknown	2013.36	0	0
859	1	data unknown	654.163	0	0
860	1	data unknown	699.013	0	0
861	1	data unknown	2500.64	0	0
862	1	data unknown	1779.3	0	0
863	1	data unknown	1591.15	0	0
864	1	data unknown	740.067	0	0
865	1	data unknown	1288.75	0	0
866	1	data unknown	581.947	0	0
867	1	data unknown	513.412	0	0
868	1	data unknown	652.439	0	0
869	1	data unknown	2360.61	0	0
870	1	data unknown	1598.47	0	0
871	1	data unknown	613.644	0	0
872	1	data unknown	2015.72	0	0
873	1	data unknown	512.665	0	0
874	1	data unknown	620.735	0	0
875	1	data unknown	688.431	0	0
876	1	data unknown	3107.09	0	0
877	1	data unknown	2236.49	0	0
878	1	data unknown	648.01	0	0
879	1	data unknown	547.287	0	0
880	1	data unknown	25.6348	0	0
881	1	data unknown	2125.04	0	0
882	1	data unknown	3436.09	0	0
883	1	data unknown	1622.79	0	0
884	1	data unknown	599.178	0	0
885	1	data unknown	1613.03	0	0
886	1	data unknown	1137.93	0	0
887	1	data unknown	1679.44	0	0
888	1	data unknown	985.992	0	0
889	1	data unknown	708.706	0	0
890	1	data unknown	1143.49	0	0
891	1	data unknown	734.554	0	0
892	1	data unknown	1406.78	0	0
893	1	data unknown	2505.22	0	0
894	1	data unknown	1019.24	0	0
895	1	data unknown	3267.36	0	0
896	1	data unknown	542.294	0	0
897	1	data unknown	779.308	0	0
898	1	data unknown	1722.88	0	0
899	1	data unknown	509.819	0	0
900	1	data unknown	401.573	0	0
901	1	data unknown	2297.31	0	0
902	1	data unknown	844.818	0	0
903	1	data unknown	785.503	0	0
904	1	data unknown	570.198	0	0
905	1	data unknown	1120.22	0	0
906	1	data unknown	1030.86	0	0
907	1	data unknown	699.192	0	0
908	1	data unknown	1007.58	0	0
909	1	data unknown	1497.75	0	0
910	1	data unknown	3714.18	0	0
911	1	data unknown	662.91	0	0
912	1	data unknown	522.335	0	0
913	1	data unknown	2272.35	0	0
914	1	data unknown	750.614	0	0
915	1	data unknown	1980.55	0	0
916	1	data unknown	849.075	0	0
917	1	data unknown	842.552	0	0
918	1	data unknown	1218.73	0	0
919	1	data unknown	1700.05	0	0
920	1	data unknown	2532.65	0	0
921	1	data unknown	1694.46	0	0
922	1	data unknown	2556.17	0	0
923	1	data unknown	2915.6	0	0
924	1	data unknown	2506.56	0	0
925	1	data unknown	685.978	0	0
926	1	data unknown	2894.14	0	0
927	1	data unknown	946.056	0	0
928	1	data unknown	2672.39	0	0
929	1	data unknown	1051.03	0	0
930	1	data unknown	305.672	0	0
931	1	data unknown	930.546	0	0
932	1	data unknown	5699.93	0	0
933	1	data unknown	1889.23	0	0
934	1	data unknown	634.274	0	0
935	1	data unknown	690.842	0	0
936	1	data unknown	2807.99	0	0
937	1	data unknown	1094.54	0	0
938	1	data unknown	2322.64	0	0
939	1	data unknown	1066.66	0	0
940	1	data unknown	833.565	0	0
941	1	data unknown	295.525	0	0
942	1	data unknown	2074.02	0	0
943	1	data unknown	1767.73	0	0
944	1	data unknown	1996.03	0	0
945	1	data unknown	2333.72	0	0
946	1	data unknown	1150.52	0	0
947	1	data unknown	2396.84	0	0
948	1	data unknown	641.899	0	0
949	1	data unknown	1047.16	0	0
950	1	data unknown	614.017	0	0
951	1	data unknown	1343.41	0	0
952	1	data unknown	541.977	0	0
953	1	data unknown	769.863	0	0
954	1	data unknown	1828.59	0	0
955	1	data unknown	888.241	0	0
956	1	data unknown	2886.58	0	0
957	1	data unknown	3041.81	0	0
958	1	data unknown	1145.25	0	0
959	1	data unknown	1237.5	0	0
960	1	data unknown	840.672	0	0
961	1	data unknown	1060.38	0	0
962	1	data unknown	1260.25	0	0
963	1	data unknown	901.73	0	0
964	1	data unknown	1665.82	0	0
965	1	data unknown	744.793	0	0
966	1	data unknown	712.07	0	0
967	1	data unknown	893.597	0	0
968	1	data unknown	2794.09	0	0
969	1	data unknown	812.683	0	0
970	1	data unknown	630.859	0	0
971	1	data unknown	906.116	0	0
972	1	data unknown	2673.9	0	0
973	1	data unknown	1562.44	0	0
974	1	data unknown	2669.69	0	0
975	1	data unknown	1036.67	0	0
976	1	data unknown	1632.35	0	0
977	1	data unknown	466.042	0	0
978	1	data unknown	1295.35	0	0
979	1	data unknown	953.056	0	0
980	1	data unknown	3270.74	0	0
981	1	data unknown	826.168	0	0
982	1	data unknown	597.82	0	0
983	1	data unknown	2439	0	0
984	1	data unknown	448.723	0	0
985	1	data unknown	1942.25	0	0
986	1	data unknown	1409.11	0	0
987	1	data unknown	1059.07	0	0
988	1	data unknown	1010.52	0	0
989	1	data unknown	467.377	0	0
990	1	data unknown	1920.48	0	0
991	1	data unknown	865.246	0	0
992	1	data unknown	756.966	0	0
993	1	data unknown	1909.31	0	0
994	1	data unknown	1003.78	0	0
995	1	data unknown	2109.45	0	0
996	1	data unknown	1052.25	0	0
997	1	data unknown	756.245	0	0
998	1	data unknown	675.831	0	0
999	1	data unknown	126.19	0	0
1000	1	data unknown	2054.01	0	0
1001	1	data unknown	3461.22	0	0
1002	1	data unknown	1701.98	0	0
1003	1	data unknown	523.739	0	0
1004	1	data unknown	559.28	0	0
1005	1	data unknown	1289.2	0	0
1006	1	data unknown	1134.26	0	0
1007	1	data unknown	2399.65	0	0
1008	1	data unknown	1146.25	0	0
1009	1	data unknown	1895.08	0	0
1010	1	data unknown	749.187	0	0
1011	1	data unknown	1078.31	0	0
1012	1	data unknown	956.585	0	0
1013	1	data unknown	2372.46	0	0
1014	1	data unknown	4021.49	0	0
1015	1	data unknown	2402.45	0	0
1016	1	data unknown	531.761	0	0
1017	1	data unknown	1300.43	0	0
1018	1	data unknown	2284.26	0	0
1019	1	data unknown	1228.7	0	0
1020	1	data unknown	959.206	0	0
1021	1	data unknown	1575.94	0	0
1022	1	data unknown	1691.05	0	0
1023	1	data unknown	664.631	0	0
1024	1	data unknown	66.3376	0	0
1025	1	data unknown	603.329	0	0
1026	1	data unknown	945.702	0	0
1027	1	data unknown	3346.37	0	0
1028	1	data unknown	1060.62	0	0
1029	1	data unknown	1192.41	0	0
1030	1	data unknown	1564.38	0	0
1031	1	data unknown	2623.66	0	0
1032	1	data unknown	865.349	0	0
1033	1	data unknown	3957.52	0	0
1034	1	data unknown	1867.35	0	0
1035	1	data unknown	1974.42	0	0
1036	1	data unknown	1217.48	0	0
1037	1	data unknown	592.148	0	0
1038	1	data unknown	3036.18	0	0
1039	1	data unknown	1571.61	0	0
1040	1	data unknown	1902.42	0	0
1041	1	data unknown	819.248	0	0
1042	1	data unknown	565.25	0	0
1043	1	data unknown	694.733	0	0
1044	1	data unknown	916.405	0	0
1045	1	data unknown	1351.28	0	0
1046	1	data unknown	629.639	0	0
1047	1	data unknown	3657.26	0	0
1048	1	data unknown	871.75	0	0
1049	1	data unknown	1449.8	0	0
1050	1	data unknown	1785.1	0	0
1051	1	data unknown	1310.76	0	0
1052	1	data unknown	1522.21	0	0
1053	1	data unknown	3147.38	0	0
1054	1	data unknown	1083.63	0	0
1055	1	data unknown	2164.33	0	0
1056	1	data unknown	2091.81	0	0
1057	1	data unknown	869.957	0	0
1058	1	data unknown	1050	0	0
1059	1	data unknown	1018.86	0	0
1060	1	data unknown	2980.46	0	0
1061	1	data unknown	998.569	0	0
1062	1	data unknown	897.614	0	0
1063	1	data unknown	1828.49	0	0
1064	1	data unknown	829.689	0	0
1065	1	data unknown	624.214	0	0
1066	1	data unknown	2813.06	0	0
1067	1	data unknown	1479.81	0	0
1068	1	data unknown	1665.57	0	0
1069	1	data unknown	1390.37	0	0
1070	1	data unknown	974.377	0	0
1071	1	data unknown	548.752	0	0
1072	1	data unknown	22.0108	0	0
1073	1	data unknown	911.495	0	0
1074	1	data unknown	562.16	0	0
1075	1	data unknown	679.615	0	0
1076	1	data unknown	115.585	0	0
1077	1	data unknown	3582.17	0	0
1078	1	data unknown	1887.95	0	0
1079	1	data unknown	1912.41	0	0
1080	1	data unknown	1824.08	0	0
1081	1	data unknown	440.979	0	0
1082	1	data unknown	2154.44	0	0
1083	1	data unknown	977.448	0	0
1084	1	data unknown	1069.96	0	0
1085	1	data unknown	595.47	0	0
1086	1	data unknown	1342.23	0	0
1087	1	data unknown	2154.08	0	0
1088	1	data unknown	1244.7	0	0
1089	1	data unknown	2173.17	0	0
1090	1	data unknown	1770.58	0	0
1091	1	data unknown	783.455	0	0
1092	1	data unknown	584.167	0	0
1093	1	data unknown	703.472	0	0
1094	1	data unknown	1446.57	0	0
1095	1	data unknown	1099.56	0	0
1096	1	data unknown	1491.12	0	0
1097	1	data unknown	1837.97	0	0
1098	1	data unknown	595.047	0	0
1099	1	data unknown	1689.51	0	0
1100	1	data unknown	969.181	0	0
1101	1	data unknown	1594.47	0	0
1102	1	data unknown	1036.53	0	0
1103	1	data unknown	996.693	0	0
1104	1	data unknown	909.63	0	0
1105	1	data unknown	929.337	0	0
1106	1	data unknown	1999.43	0	0
1107	1	data unknown	2786.77	0	0
1108	1	data unknown	3692.25	0	0
1109	1	data unknown	5140.34	0	0
1110	1	data unknown	2983.65	0	0
1111	1	data unknown	3197.03	0	0
1112	1	data unknown	1435.38	0	0
1113	1	data unknown	831.844	0	0
1114	1	data unknown	1313.8	0	0
1115	1	data unknown	1146.64	0	0
1116	1	data unknown	1217.54	0	0
1117	1	data unknown	235.443	0	0
1118	1	data unknown	1934.58	0	0
1119	1	data unknown	1133.64	0	0
1120	1	data unknown	1462.13	0	0
1121	1	data unknown	1117.74	0	0
1122	1	data unknown	1608.33	0	0
1123	1	data unknown	873.455	0	0
1124	1	data unknown	1301.81	0	0
1125	1	data unknown	5369.32	0	0
1126	1	data unknown	515.903	0	0
1127	1	data unknown	1603.37	0	0
1128	1	data unknown	4702.19	0	0
1129	1	data unknown	1412.25	0	0
1130	1	data unknown	2230.69	0	0
1131	1	data unknown	1661.96	0	0
1132	1	data unknown	1825.73	0	0
1133	1	data unknown	1703.18	0	0
1134	1	data unknown	923.893	0	0
1135	1	data unknown	742.867	0	0
1136	1	data unknown	2153.74	0	0
1137	1	data unknown	2007.32	0	0
1138	1	data unknown	1763.69	0	0
1139	1	data unknown	5518.88	0	0
1140	1	data unknown	960.819	0	0
1141	1	data unknown	1333.42	0	0
1142	1	data unknown	2570	0	0
1143	1	data unknown	5384.56	0	0
1144	1	data unknown	2141.37	0	0
1145	1	data unknown	871.819	0	0
1146	1	data unknown	3251.26	0	0
1147	1	data unknown	1060.97	0	0
1148	1	data unknown	939.659	0	0
1149	1	data unknown	1256.3	0	0
1150	1	data unknown	668.106	0	0
1151	1	data unknown	810.684	0	0
1152	1	data unknown	1631.71	0	0
1153	1	data unknown	746.624	0	0
1154	1	data unknown	1536.96	0	0
1155	1	data unknown	607.861	0	0
1156	1	data unknown	653.603	0	0
1157	1	data unknown	2271.87	0	0
1158	1	data unknown	3674.96	0	0
1159	1	data unknown	561.81	0	0
1160	1	data unknown	722.748	0	0
1161	1	data unknown	104.713	0	0
1162	1	data unknown	676.891	0	0
1163	1	data unknown	1392.12	0	0
1164	1	data unknown	723.427	0	0
1165	1	data unknown	2290.16	0	0
1166	1	data unknown	927.395	0	0
1167	1	data unknown	1189.96	0	0
1168	1	data unknown	1199.47	0	0
1169	1	data unknown	1395.29	0	0
1170	1	data unknown	2055.9	0	0
1171	1	data unknown	820.377	0	0
1172	1	data unknown	1537.8	0	0
1173	1	data unknown	1530.79	0	0
1174	1	data unknown	635.368	0	0
1175	1	data unknown	3154.62	0	0
1176	1	data unknown	2507.98	0	0
1177	1	data unknown	2266.83	0	0
1178	1	data unknown	2134.6	0	0
1179	1	data unknown	822.525	0	0
1180	1	data unknown	1423.08	0	0
1181	1	data unknown	251.389	0	0
1182	1	data unknown	1000.95	0	0
1183	1	data unknown	632.687	0	0
1184	1	data unknown	2382.91	0	0
1185	1	data unknown	802.376	0	0
1186	1	data unknown	1862.91	0	0
1187	1	data unknown	1604.72	0	0
1188	1	data unknown	1149.3	0	0
1189	1	data unknown	641.922	0	0
1190	1	data unknown	914.463	0	0
1191	1	data unknown	820.076	0	0
1192	1	data unknown	1616.67	0	0
1193	1	data unknown	2083.57	0	0
1194	1	data unknown	586.433	0	0
1195	1	data unknown	1941.34	0	0
1196	1	data unknown	1699.94	0	0
1197	1	data unknown	2277.13	0	0
1198	1	data unknown	766.373	0	0
1199	1	data unknown	1312.18	0	0
1200	1	data unknown	2755.08	0	0
1201	1	data unknown	715.946	0	0
1202	1	data unknown	1340.74	0	0
1203	1	data unknown	404.93	0	0
1204	1	data unknown	530.331	0	0
1205	1	data unknown	1121.01	0	0
1206	1	data unknown	2345.46	0	0
1207	1	data unknown	2850.32	0	0
1208	1	data unknown	1874.25	0	0
1209	1	data unknown	9383.77	0	0
1210	1	data unknown	2488.37	0	0
1211	1	data unknown	836.491	0	0
1212	1	data unknown	769.138	0	0
1213	1	data unknown	1589.98	0	0
1214	1	data unknown	918.331	0	0
1215	1	data unknown	3335.95	0	0
1216	1	data unknown	680.714	0	0
1217	1	data unknown	635.075	0	0
1218	1	data unknown	938.381	0	0
1219	1	data unknown	1869.33	0	0
1220	1	data unknown	1338.26	0	0
1221	1	data unknown	2437.07	0	0
1222	1	data unknown	553.627	0	0
1223	1	data unknown	2456.91	0	0
1224	1	data unknown	2579.27	0	0
1225	1	data unknown	4104.37	0	0
1226	1	data unknown	643.425	0	0
1227	1	data unknown	2638.82	0	0
1228	1	data unknown	962.288	0	0
1229	1	data unknown	665.962	0	0
1230	1	data unknown	1583.41	0	0
1231	1	data unknown	875.084	0	0
1232	1	data unknown	1036.29	0	0
1233	1	data unknown	1051.07	0	0
1234	1	data unknown	924.271	0	0
1235	1	data unknown	3446.02	0	0
1236	1	data unknown	1210.5	0	0
1237	1	data unknown	617.424	0	0
1238	1	data unknown	967.449	0	0
1239	1	data unknown	1303.81	0	0
1240	1	data unknown	1335.64	0	0
1241	1	data unknown	277.786	0	0
1242	1	data unknown	1175.17	0	0
1243	1	data unknown	1148.72	0	0
1244	1	data unknown	1124.06	0	0
1245	1	data unknown	841.27	0	0
1246	1	data unknown	3322.25	0	0
1247	1	data unknown	1081.47	0	0
1248	1	data unknown	3832.82	0	0
1249	1	data unknown	3208.81	0	0
1250	1	data unknown	1427.16	0	0
1251	1	data unknown	575.222	0	0
1252	1	data unknown	1536.7	0	0
1253	1	data unknown	675.564	0	0
1254	1	data unknown	1463.84	0	0
1255	1	data unknown	578.335	0	0
1256	1	data unknown	631.783	0	0
1257	1	data unknown	1098.05	0	0
1258	1	data unknown	2227.2	0	0
1259	1	data unknown	3075.6	0	0
1260	1	data unknown	594.555	0	0
1261	1	data unknown	594.803	0	0
1262	1	data unknown	1576.62	0	0
1263	1	data unknown	701.218	0	0
1264	1	data unknown	868.336	0	0
1265	1	data unknown	905.022	0	0
1266	1	data unknown	786.011	0	0
1267	1	data unknown	836.628	0	0
1268	1	data unknown	1010.14	0	0
1269	1	data unknown	2069.51	0	0
1270	1	data unknown	1006.16	0	0
1271	1	data unknown	1232.01	0	0
1272	1	data unknown	2450.71	0	0
1273	1	data unknown	1603.32	0	0
1274	1	data unknown	2620.95	0	0
1275	1	data unknown	600.262	0	0
1276	1	data unknown	566.475	0	0
1277	1	data unknown	1136.15	0	0
1278	1	data unknown	3387.3	0	0
1279	1	data unknown	1658.36	0	0
1280	1	data unknown	598.007	0	0
1281	1	data unknown	1134.03	0	0
1282	1	data unknown	599.171	0	0
1283	1	data unknown	1520.31	0	0
1284	1	data unknown	2105.73	0	0
1285	1	data unknown	670.776	0	0
1286	1	data unknown	3271.29	0	0
1287	1	data unknown	1238.21	0	0
1288	1	data unknown	816.814	0	0
1289	1	data unknown	1279.66	0	0
1290	1	data unknown	1011.53	0	0
1291	1	data unknown	631.989	0	0
1292	1	data unknown	673.996	0	0
1293	1	data unknown	1233.05	0	0
1294	1	data unknown	704.216	0	0
1295	1	data unknown	2521.51	0	0
1296	1	data unknown	904.079	0	0
1297	1	data unknown	687.035	0	0
1298	1	data unknown	1286.07	0	0
1299	1	data unknown	1380.29	0	0
1300	1	data unknown	1293.93	0	0
1301	1	data unknown	2251.13	0	0
1302	1	data unknown	832.912	0	0
1303	1	data unknown	668.503	0	0
1304	1	data unknown	4778.69	0	0
1305	1	data unknown	1369.34	0	0
1306	1	data unknown	3457.59	0	0
1307	1	data unknown	2909.15	0	0
1308	1	data unknown	1439.27	0	0
1309	1	data unknown	2695.47	0	0
1310	1	data unknown	528.122	0	0
1311	1	data unknown	1451.89	0	0
1312	1	data unknown	763.134	0	0
1313	1	data unknown	1215.78	0	0
1314	1	data unknown	1721.79	0	0
1315	1	data unknown	219.803	0	0
1316	1	data unknown	1159.82	0	0
1317	1	data unknown	2049.71	0	0
1318	1	data unknown	568.665	0	0
1319	1	data unknown	1290.12	0	0
1320	1	data unknown	1470.72	0	0
1321	1	data unknown	1739.52	0	0
1322	1	data unknown	1045.12	0	0
1323	1	data unknown	893.486	0	0
1324	1	data unknown	766.872	0	0
1325	1	data unknown	1044.13	0	0
1326	1	data unknown	2463.54	0	0
1327	1	data unknown	1692.78	0	0
1328	1	data unknown	1315.44	0	0
1329	1	data unknown	1587.06	0	0
1330	1	data unknown	2413.1	0	0
1331	1	data unknown	1848.9	0	0
1332	1	data unknown	835.472	0	0
1333	1	data unknown	1678.67	0	0
1334	1	data unknown	3213.6	0	0
1335	1	data unknown	1460.58	0	0
1336	1	data unknown	2253.22	0	0
1337	1	data unknown	1134.1	0	0
1338	1	data unknown	1170.12	0	0
1339	1	data unknown	301.208	0	0
1340	1	data unknown	1791.94	0	0
1341	1	data unknown	1725.8	0	0
1342	1	data unknown	830.391	0	0
1343	1	data unknown	1324.86	0	0
1344	1	data unknown	981.968	0	0
1345	1	data unknown	1108.84	0	0
1346	1	data unknown	1048.74	0	0
1347	1	data unknown	409.317	0	0
1348	1	data unknown	1789.17	0	0
1349	1	data unknown	352.058	0	0
1350	1	data unknown	3117.87	0	0
1351	1	data unknown	3768	0	0
1352	1	data unknown	3944.87	0	0
1353	1	data unknown	2096.65	0	0
1354	1	data unknown	1041.72	0	0
1355	1	data unknown	2226.4	0	0
1356	1	data unknown	937.817	0	0
1357	1	data unknown	1150.22	0	0
1358	1	data unknown	625.79	0	0
1359	1	data unknown	1642.15	0	0
1360	1	data unknown	605.984	0	0
1361	1	data unknown	793.468	0	0
1362	1	data unknown	1370.32	0	0
1363	1	data unknown	1264.97	0	0
1364	1	data unknown	1164.28	0	0
1365	1	data unknown	667.278	0	0
1366	1	data unknown	1185.55	0	0
1367	1	data unknown	915.714	0	0
1368	1	data unknown	4169.02	0	0
1369	1	data unknown	12.0163	0	0
1370	1	data unknown	1599.17	0	0
1371	1	data unknown	2668.19	0	0
1372	1	data unknown	1811.36	0	0
1373	1	data unknown	1249.98	0	0
1374	1	data unknown	2665.44	0	0
1375	1	data unknown	872.322	0	0
1376	1	data unknown	544.262	0	0
1377	1	data unknown	772.533	0	0
1378	1	data unknown	1616.19	0	0
1379	1	data unknown	1266.65	0	0
1380	1	data unknown	910.923	0	0
1381	1	data unknown	1929.2	0	0
1382	1	data unknown	3409.04	0	0
1383	1	data unknown	992.371	0	0
1384	1	data unknown	1163.52	0	0
1385	1	data unknown	933.384	0	0
1386	1	data unknown	599.609	0	0
1387	1	data unknown	1183.55	0	0
1388	1	data unknown	1047.87	0	0
1389	1	data unknown	1871.2	0	0
1390	1	data unknown	1412.95	0	0
1391	1	data unknown	1537.28	0	0
1392	1	data unknown	2095.66	0	0
1393	1	data unknown	6097.59	0	0
1394	1	data unknown	1356.54	0	0
1395	1	data unknown	535.694	0	0
1396	1	data unknown	1374.21	0	0
1397	1	data unknown	794.88	0	0
1398	1	data unknown	576.305	0	0
1399	1	data unknown	639.61	0	0
1400	1	data unknown	1063.27	0	0
1401	1	data unknown	2159.9	0	0
1402	1	data unknown	1866.41	0	0
1403	1	data unknown	1150.76	0	0
1404	1	data unknown	864.609	0	0
1405	1	data unknown	1605.57	0	0
1406	1	data unknown	416.26	0	0
1407	1	data unknown	1304.82	0	0
1408	1	data unknown	5003.96	0	0
1409	1	data unknown	1361.41	0	0
1410	1	data unknown	466.576	0	0
1411	1	data unknown	2532.63	0	0
1412	1	data unknown	612.11	0	0
1413	1	data unknown	1678.86	0	0
1414	1	data unknown	1447.03	0	0
1415	1	data unknown	2409.73	0	0
1416	1	data unknown	625.351	0	0
1417	1	data unknown	1094.06	0	0
1418	1	data unknown	1454.9	0	0
1419	1	data unknown	733.765	0	0
1420	1	data unknown	1389.53	0	0
1421	1	data unknown	1331.9	0	0
1422	1	data unknown	1045.21	0	0
1423	1	data unknown	1790.35	0	0
1424	1	data unknown	1454.63	0	0
1425	1	data unknown	576.252	0	0
1426	1	data unknown	1538.35	0	0
1427	1	data unknown	4071.75	0	0
1428	1	data unknown	503.769	0	0
1429	1	data unknown	1219.05	0	0
1430	1	data unknown	1813.74	0	0
1431	1	data unknown	1484.19	0	0
1432	1	data unknown	181.427	0	0
1433	1	data unknown	2274.81	0	0
1434	1	data unknown	680.504	0	0
1435	1	data unknown	697.269	0	0
1436	1	data unknown	1772.25	0	0
1437	1	data unknown	2629.22	0	0
1438	1	data unknown	682.949	0	0
1439	1	data unknown	4450.07	0	0
1440	1	data unknown	700.584	0	0
1441	1	data unknown	2048.7	0	0
1442	1	data unknown	3596.35	0	0
1443	1	data unknown	1747.57	0	0
1444	1	data unknown	779.533	0	0
